feature_code,date_code,units,value,region_of_residence,breakdown_of_domestic_tourism,local_authority
S12000006,2016-2018,Thousand Nights,1550,England,Nights,Dumfries and Galloway
S12000006,2015-2017,Thousand Nights,2584,All of GB,Nights,Dumfries and Galloway
S12000006,2014-2016,Thousand Visits,407,England,Visits,Dumfries and Galloway
S12000006,2013-2015,Thousand Visits,412,England,Visits,Dumfries and Galloway
S12000006,2016-2018,million pounds (GBP),131,All of GB,Expenditure,Dumfries and Galloway
S12000006,2016-2018,million pounds (GBP),42,Scotland,Expenditure,Dumfries and Galloway
S12000006,2013-2015,Thousand Nights,2528,All of GB,Nights,Dumfries and Galloway
S12000006,2009-2011,million pounds (GBP),40,Scotland,Expenditure,Dumfries and Galloway
S12000006,2012-2014,Thousand Nights,1393,England,Nights,Dumfries and Galloway
S12000006,2017-2019,Thousand Visits,699,All of GB,Visits,Dumfries and Galloway
S12000006,2011-2013,million pounds (GBP),137,All of GB,Expenditure,Dumfries and Galloway
S12000006,2017-2019,million pounds (GBP),89,England,Expenditure,Dumfries and Galloway
S12000006,2010-2012,Thousand Nights,1177,Scotland,Nights,Dumfries and Galloway
S12000006,2011-2013,Thousand Visits,303,Scotland,Visits,Dumfries and Galloway
S12000006,2013-2015,million pounds (GBP),35,Scotland,Expenditure,Dumfries and Galloway
S12000006,2012-2014,million pounds (GBP),34,Scotland,Expenditure,Dumfries and Galloway
S12000006,2016-2018,Thousand Nights,727,Scotland,Nights,Dumfries and Galloway
S12000006,2014-2016,Thousand Nights,1912,England,Nights,Dumfries and Galloway
S12000006,2010-2012,million pounds (GBP),143,All of GB,Expenditure,Dumfries and Galloway
S12000006,2016-2018,Thousand Nights,2378,All of GB,Nights,Dumfries and Galloway
S12000006,2013-2015,million pounds (GBP),127,All of GB,Expenditure,Dumfries and Galloway
S12000006,2010-2012,Thousand Visits,387,England,Visits,Dumfries and Galloway
S12000006,2010-2012,Thousand Visits,747,All of GB,Visits,Dumfries and Galloway
S12000006,2009-2011,Thousand Nights,1103,Scotland,Nights,Dumfries and Galloway
S12000006,2011-2013,Thousand Nights,896,Scotland,Nights,Dumfries and Galloway
S12000006,2011-2013,Thousand Nights,1458,England,Nights,Dumfries and Galloway
S12000006,2015-2017,Thousand Visits,245,Scotland,Visits,Dumfries and Galloway
S12000006,2012-2014,Thousand Visits,357,England,Visits,Dumfries and Galloway
S12000006,2017-2019,Thousand Visits,265,Scotland,Visits,Dumfries and Galloway
S12000006,2017-2019,million pounds (GBP),131,All of GB,Expenditure,Dumfries and Galloway
S12000006,2012-2014,Thousand Visits,294,Scotland,Visits,Dumfries and Galloway
S12000006,2010-2012,million pounds (GBP),41,Scotland,Expenditure,Dumfries and Galloway
S12000006,2009-2011,Thousand Nights,1692,England,Nights,Dumfries and Galloway
S12000006,2013-2015,Thousand Nights,1711,England,Nights,Dumfries and Galloway
S12000006,2011-2013,million pounds (GBP),40,Scotland,Expenditure,Dumfries and Galloway
S12000008,2014-2016,million pounds (GBP),8,All of GB,Expenditure,East Ayrshire
S12000008,2013-2015,Thousand Visits,30,England,Visits,East Ayrshire
S12000008,2016-2018,million pounds (GBP),7,England,Expenditure,East Ayrshire
S12000008,2014-2016,Thousand Visits,27,England,Visits,East Ayrshire
S12000008,2011-2013,million pounds (GBP),6,England,Expenditure,East Ayrshire
S12000008,2017-2019,Thousand Visits,67,All of GB,Visits,East Ayrshire
S12000008,2016-2018,million pounds (GBP),15,All of GB,Expenditure,East Ayrshire
S12000008,2012-2014,Thousand Visits,30,England,Visits,East Ayrshire
S12000008,2015-2017,million pounds (GBP),12,All of GB,Expenditure,East Ayrshire
S12000008,2016-2018,Thousand Nights,159,England,Nights,East Ayrshire
S12000008,2012-2014,million pounds (GBP),5,England,Expenditure,East Ayrshire
S12000008,2013-2015,million pounds (GBP),5,England,Expenditure,East Ayrshire
S12000008,2014-2016,million pounds (GBP),4,England,Expenditure,East Ayrshire
S12000008,2010-2012,million pounds (GBP),4,England,Expenditure,East Ayrshire
S12000008,2017-2019,Thousand Visits,45,England,Visits,East Ayrshire
S12000008,2015-2017,million pounds (GBP),4,England,Expenditure,East Ayrshire
S12000008,2012-2014,Thousand Visits,61,All of GB,Visits,East Ayrshire
S12000008,2013-2015,Thousand Visits,32,Scotland,Visits,East Ayrshire
S12000008,2017-2019,million pounds (GBP),16,All of GB,Expenditure,East Ayrshire
S12000008,2015-2017,Thousand Visits,35,England,Visits,East Ayrshire
S12000008,2017-2019,million pounds (GBP),8,Scotland,Expenditure,East Ayrshire
S12000008,2010-2012,Thousand Nights,81,England,Nights,East Ayrshire
S12000008,2010-2012,Thousand Visits,70,All of GB,Visits,East Ayrshire
S12000008,2016-2018,Thousand Nights,214,All of GB,Nights,East Ayrshire
S12000008,2012-2014,million pounds (GBP),11,All of GB,Expenditure,East Ayrshire
S12000008,2013-2015,Thousand Visits,62,All of GB,Visits,East Ayrshire
S12000008,2009-2011,Thousand Visits,37,England,Visits,East Ayrshire
S12000008,2009-2011,Thousand Visits,85,All of GB,Visits,East Ayrshire
S12000008,2011-2013,Thousand Nights,102,England,Nights,East Ayrshire
S12000008,2016-2018,million pounds (GBP),7,Scotland,Expenditure,East Ayrshire
S12000008,2015-2017,Thousand Nights,117,England,Nights,East Ayrshire
S12000008,2015-2017,Thousand Nights,174,All of GB,Nights,East Ayrshire
S12000008,2013-2015,Thousand Nights,61,Scotland,Nights,East Ayrshire
S12000008,2009-2011,Thousand Nights,198,England,Nights,East Ayrshire
S12000008,2012-2014,Thousand Nights,154,All of GB,Nights,East Ayrshire
S12000008,2011-2013,Thousand Nights,52,Scotland,Nights,East Ayrshire
S12000008,2015-2017,million pounds (GBP),7,Scotland,Expenditure,East Ayrshire
S12000008,2009-2011,Thousand Visits,48,Scotland,Visits,East Ayrshire
S12000008,2012-2014,Thousand Nights,58,Scotland,Nights,East Ayrshire
S12000008,2009-2011,million pounds (GBP),4,Scotland,Expenditure,East Ayrshire
S12000008,2013-2015,million pounds (GBP),5,Scotland,Expenditure,East Ayrshire
S12000008,2011-2013,Thousand Visits,69,All of GB,Visits,East Ayrshire
S12000008,2011-2013,million pounds (GBP),9,All of GB,Expenditure,East Ayrshire
S12000008,2009-2011,Thousand Nights,173,Scotland,Nights,East Ayrshire
S12000008,2010-2012,Thousand Visits,36,Scotland,Visits,East Ayrshire
S12000008,2011-2013,million pounds (GBP),3,Scotland,Expenditure,East Ayrshire
S12000008,2017-2019,Thousand Nights,167,England,Nights,East Ayrshire
S12000008,2016-2018,Thousand Visits,40,England,Visits,East Ayrshire
S12000008,2016-2018,Thousand Nights,38,Scotland,Nights,East Ayrshire
S12000008,2017-2019,Thousand Nights,223,All of GB,Nights,East Ayrshire
S12000008,2014-2016,Thousand Nights,84,England,Nights,East Ayrshire
S12000008,2012-2014,million pounds (GBP),6,Scotland,Expenditure,East Ayrshire
S12000008,2010-2012,million pounds (GBP),4,Scotland,Expenditure,East Ayrshire
S12000008,2013-2015,Thousand Nights,105,England,Nights,East Ayrshire
S12000008,2017-2019,million pounds (GBP),8,England,Expenditure,East Ayrshire
S12000008,2015-2017,Thousand Nights,41,Scotland,Nights,East Ayrshire
S12000008,2017-2019,Thousand Nights,49,Scotland,Nights,East Ayrshire
S12000008,2015-2017,Thousand Visits,22,Scotland,Visits,East Ayrshire
S12000008,2013-2015,Thousand Nights,166,All of GB,Nights,East Ayrshire
S12000008,2014-2016,Thousand Nights,130,All of GB,Nights,East Ayrshire
S12000008,2011-2013,Thousand Nights,155,All of GB,Nights,East Ayrshire
S12000008,2012-2014,Thousand Visits,31,Scotland,Visits,East Ayrshire
S12000008,2014-2016,million pounds (GBP),4,Scotland,Expenditure,East Ayrshire
S12000008,2010-2012,Thousand Visits,33,England,Visits,East Ayrshire
S12000008,2009-2011,million pounds (GBP),5,England,Expenditure,East Ayrshire
S12000008,2017-2019,Thousand Visits,21,Scotland,Visits,East Ayrshire
S12000008,2010-2012,Thousand Nights,100,Scotland,Nights,East Ayrshire
S12000008,2011-2013,Thousand Visits,35,England,Visits,East Ayrshire
S12000008,2016-2018,Thousand Visits,19,Scotland,Visits,East Ayrshire
S12000008,2014-2016,Thousand Visits,49,All of GB,Visits,East Ayrshire
S12000008,2015-2017,Thousand Visits,59,All of GB,Visits,East Ayrshire
S12000008,2011-2013,Thousand Visits,33,Scotland,Visits,East Ayrshire
S12000008,2014-2016,Thousand Visits,22,Scotland,Visits,East Ayrshire
S12000008,2014-2016,Thousand Nights,46,Scotland,Nights,East Ayrshire
S12000008,2013-2015,million pounds (GBP),10,All of GB,Expenditure,East Ayrshire
S12000008,2009-2011,Thousand Nights,372,All of GB,Nights,East Ayrshire
S12000008,2012-2014,Thousand Nights,95,England,Nights,East Ayrshire
S12000008,2010-2012,Thousand Nights,182,All of GB,Nights,East Ayrshire
S12000008,2016-2018,Thousand Visits,60,All of GB,Visits,East Ayrshire
S12000008,2010-2012,million pounds (GBP),8,All of GB,Expenditure,East Ayrshire
S12000008,2009-2011,million pounds (GBP),9,All of GB,Expenditure,East Ayrshire
S12000010,2012-2014,Thousand Visits,80,England,Visits,East Lothian
S12000010,2013-2015,Thousand Visits,168,All of GB,Visits,East Lothian
S12000010,2011-2013,Thousand Visits,132,Scotland,Visits,East Lothian
S12000010,2012-2014,million pounds (GBP),33,All of GB,Expenditure,East Lothian
S12000010,2010-2012,Thousand Visits,212,All of GB,Visits,East Lothian
S12000010,2011-2013,Thousand Nights,430,England,Nights,East Lothian
S12000010,2016-2018,million pounds (GBP),17,England,Expenditure,East Lothian
S12000010,2017-2019,Thousand Visits,153,All of GB,Visits,East Lothian
S12000010,2010-2012,Thousand Nights,358,England,Nights,East Lothian
S12000010,2014-2016,million pounds (GBP),12,Scotland,Expenditure,East Lothian
S12000010,2015-2017,million pounds (GBP),13,Scotland,Expenditure,East Lothian
S12000010,2012-2014,Thousand Visits,117,Scotland,Visits,East Lothian
S12000010,2010-2012,Thousand Nights,471,Scotland,Nights,East Lothian
S12000010,2016-2018,Thousand Nights,740,All of GB,Nights,East Lothian
S12000010,2009-2011,Thousand Visits,100,Scotland,Visits,East Lothian
S12000010,2011-2013,Thousand Visits,78,England,Visits,East Lothian
S12000010,2014-2016,Thousand Nights,760,All of GB,Nights,East Lothian
S12000010,2012-2014,Thousand Nights,390,Scotland,Nights,East Lothian
S12000010,2013-2015,Thousand Visits,83,England,Visits,East Lothian
S12000010,2014-2016,million pounds (GBP),33,All of GB,Expenditure,East Lothian
S12000010,2011-2013,Thousand Nights,887,All of GB,Nights,East Lothian
S12000010,2010-2012,Thousand Visits,66,England,Visits,East Lothian
S12000010,2013-2015,Thousand Nights,321,Scotland,Nights,East Lothian
S12000010,2017-2019,million pounds (GBP),34,All of GB,Expenditure,East Lothian
S12000010,2014-2016,Thousand Visits,172,All of GB,Visits,East Lothian
S12000010,2016-2018,Thousand Visits,161,All of GB,Visits,East Lothian
S12000010,2013-2015,Thousand Nights,600,All of GB,Nights,East Lothian
S12000010,2012-2014,Thousand Nights,296,England,Nights,East Lothian
S12000010,2016-2018,Thousand Nights,289,Scotland,Nights,East Lothian
S12000010,2009-2011,Thousand Visits,42,England,Visits,East Lothian
S12000010,2012-2014,Thousand Nights,701,All of GB,Nights,East Lothian
S12000010,2016-2018,Thousand Nights,451,England,Nights,East Lothian
S12000010,2009-2011,million pounds (GBP),20,All of GB,Expenditure,East Lothian
S12000010,2013-2015,Thousand Nights,265,England,Nights,East Lothian
S12000010,2012-2014,Thousand Visits,200,All of GB,Visits,East Lothian
S12000010,2015-2017,Thousand Visits,70,Scotland,Visits,East Lothian
S12000010,2013-2015,million pounds (GBP),32,All of GB,Expenditure,East Lothian
S12000010,2017-2019,Thousand Nights,328,Scotland,Nights,East Lothian
S12000010,2017-2019,Thousand Visits,94,Scotland,Visits,East Lothian
S12000010,2014-2016,Thousand Nights,250,Scotland,Nights,East Lothian
S12000010,2009-2011,Thousand Nights,264,England,Nights,East Lothian
S12000010,2010-2012,million pounds (GBP),31,All of GB,Expenditure,East Lothian
S12000010,2016-2018,Thousand Visits,87,Scotland,Visits,East Lothian
S12000010,2013-2015,million pounds (GBP),17,England,Expenditure,East Lothian
S12000010,2015-2017,million pounds (GBP),17,England,Expenditure,East Lothian
S12000010,2016-2018,million pounds (GBP),16,Scotland,Expenditure,East Lothian
S12000010,2017-2019,million pounds (GBP),18,Scotland,Expenditure,East Lothian
S12000010,2016-2018,Thousand Visits,74,England,Visits,East Lothian
S12000010,2015-2017,Thousand Nights,485,England,Nights,East Lothian
S12000010,2015-2017,Thousand Nights,283,Scotland,Nights,East Lothian
S12000010,2011-2013,million pounds (GBP),33,All of GB,Expenditure,East Lothian
S12000010,2011-2013,million pounds (GBP),14,Scotland,Expenditure,East Lothian
S12000010,2016-2018,million pounds (GBP),32,All of GB,Expenditure,East Lothian
S12000010,2009-2011,million pounds (GBP),8,England,Expenditure,East Lothian
S12000010,2009-2011,Thousand Nights,614,All of GB,Nights,East Lothian
S12000010,2014-2016,Thousand Visits,69,Scotland,Visits,East Lothian
S12000010,2014-2016,Thousand Nights,510,England,Nights,East Lothian
S12000010,2015-2017,million pounds (GBP),31,All of GB,Expenditure,East Lothian
S12000010,2010-2012,Thousand Nights,834,All of GB,Nights,East Lothian
S12000010,2011-2013,Thousand Nights,438,Scotland,Nights,East Lothian
S12000010,2010-2012,Thousand Visits,141,Scotland,Visits,East Lothian
S12000010,2011-2013,Thousand Visits,217,All of GB,Visits,East Lothian
S12000010,2012-2014,million pounds (GBP),16,England,Expenditure,East Lothian
S12000010,2013-2015,Thousand Visits,83,Scotland,Visits,East Lothian
S12000010,2015-2017,Thousand Visits,154,All of GB,Visits,East Lothian
S12000010,2013-2015,million pounds (GBP),12,Scotland,Expenditure,East Lothian
S12000010,2014-2016,million pounds (GBP),21,England,Expenditure,East Lothian
S12000010,2011-2013,million pounds (GBP),16,England,Expenditure,East Lothian
S12000010,2017-2019,Thousand Nights,506,All of GB,Nights,East Lothian
S12000010,2012-2014,million pounds (GBP),14,Scotland,Expenditure,East Lothian
S12000010,2010-2012,million pounds (GBP),14,England,Expenditure,East Lothian
S12000010,2009-2011,million pounds (GBP),11,Scotland,Expenditure,East Lothian
S12000010,2009-2011,Thousand Visits,146,All of GB,Visits,East Lothian
S12000010,2015-2017,Thousand Visits,84,England,Visits,East Lothian
S12000010,2015-2017,Thousand Nights,767,All of GB,Nights,East Lothian
S12000010,2009-2011,Thousand Nights,345,Scotland,Nights,East Lothian
S12000010,2017-2019,Thousand Visits,58,England,Visits,East Lothian
S12000010,2017-2019,Thousand Nights,178,England,Nights,East Lothian
S12000010,2010-2012,million pounds (GBP),16,Scotland,Expenditure,East Lothian
S12000010,2017-2019,million pounds (GBP),16,England,Expenditure,East Lothian
S12000010,2014-2016,Thousand Visits,102,England,Visits,East Lothian
S12000011,2012-2014,million pounds (GBP),0,Scotland,Expenditure,East Renfrewshire
S12000011,2009-2011,Thousand Nights,3,England,Nights,East Renfrewshire
S12000011,2013-2015,Thousand Nights,0,All of GB,Nights,East Renfrewshire
S12000011,2014-2016,Thousand Visits,4,England,Visits,East Renfrewshire
S12000011,2011-2013,million pounds (GBP),1,Scotland,Expenditure,East Renfrewshire
S12000011,2014-2016,Thousand Nights,0,Scotland,Nights,East Renfrewshire
S12000011,2014-2016,Thousand Visits,0,Scotland,Visits,East Renfrewshire
S12000011,2017-2019,Thousand Visits,5,England,Visits,East Renfrewshire
S12000011,2012-2014,million pounds (GBP),0,England,Expenditure,East Renfrewshire
S12000011,2013-2015,million pounds (GBP),0,England,Expenditure,East Renfrewshire
S12000011,2015-2017,million pounds (GBP),0,England,Expenditure,East Renfrewshire
S12000011,2010-2012,Thousand Nights,15,All of GB,Nights,East Renfrewshire
S12000011,2009-2011,Thousand Nights,15,All of GB,Nights,East Renfrewshire
S12000011,2012-2014,Thousand Nights,0,All of GB,Nights,East Renfrewshire
S12000011,2017-2019,million pounds (GBP),0,Scotland,Expenditure,East Renfrewshire
S12000011,2017-2019,Thousand Visits,2,Scotland,Visits,East Renfrewshire
S12000011,2014-2016,million pounds (GBP),0,England,Expenditure,East Renfrewshire
S12000011,2015-2017,Thousand Visits,10,All of GB,Visits,East Renfrewshire
S12000011,2017-2019,Thousand Visits,9,All of GB,Visits,East Renfrewshire
S12000011,2011-2013,Thousand Visits,1,England,Visits,East Renfrewshire
S12000011,2013-2015,Thousand Visits,0,All of GB,Visits,East Renfrewshire
S12000011,2016-2018,Thousand Nights,11,England,Nights,East Renfrewshire
S12000011,2016-2018,million pounds (GBP),0,England,Expenditure,East Renfrewshire
S12000011,2011-2013,Thousand Nights,7,All of GB,Nights,East Renfrewshire
S12000011,2012-2014,Thousand Nights,0,Scotland,Nights,East Renfrewshire
S12000011,2016-2018,Thousand Visits,10,All of GB,Visits,East Renfrewshire
S12000011,2015-2017,Thousand Nights,17,All of GB,Nights,East Renfrewshire
S12000011,2011-2013,million pounds (GBP),0,England,Expenditure,East Renfrewshire
S12000011,2017-2019,Thousand Nights,14,All of GB,Nights,East Renfrewshire
S12000011,2012-2014,Thousand Visits,0,All of GB,Visits,East Renfrewshire
S12000011,2010-2012,Thousand Nights,13,Scotland,Nights,East Renfrewshire
S12000011,2015-2017,Thousand Visits,7,England,Visits,East Renfrewshire
S12000011,2017-2019,Thousand Nights,8,England,Nights,East Renfrewshire
S12000011,2013-2015,million pounds (GBP),0,Scotland,Expenditure,East Renfrewshire
S12000011,2010-2012,million pounds (GBP),1,Scotland,Expenditure,East Renfrewshire
S12000011,2016-2018,million pounds (GBP),1,All of GB,Expenditure,East Renfrewshire
S12000011,2015-2017,Thousand Nights,11,England,Nights,East Renfrewshire
S12000011,2011-2013,Thousand Nights,4,Scotland,Nights,East Renfrewshire
S12000011,2011-2013,Thousand Nights,3,England,Nights,East Renfrewshire
S12000011,2013-2015,Thousand Visits,0,England,Visits,East Renfrewshire
S12000011,2016-2018,Thousand Visits,7,England,Visits,East Renfrewshire
S12000011,2014-2016,Thousand Nights,8,All of GB,Nights,East Renfrewshire
S12000011,2009-2011,Thousand Visits,7,Scotland,Visits,East Renfrewshire
S12000011,2009-2011,million pounds (GBP),1,Scotland,Expenditure,East Renfrewshire
